Nome,Estilo,Padrao,Score,Pronuncia,Memorizacao,Comprimento,Sonoridade,Originalidade,EstiloScore,GitHub,.com,.com.br,.io,.dev,.app,npm,DockerHub
Aleren,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerio,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aleris,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerix,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aleros,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerum,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerun,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerur,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alervi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alervo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aleryn,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsean,Scandinavian,prefix+middle+suffix,81,20,20,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsela,Invented Word,blend,81,20,18,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsena,Invented Word,blend,81,20,20,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseor,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseua,Scandinavian,prefix+middle+suffix,81,20,20,13,18,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseuma,Invented Word,blend,81,20,20,11,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseun,Scandinavian,prefix+middle+suffix,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseuna,Invented Word,blend,81,20,20,11,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseur,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseura,Invented Word,blend,81,20,20,11,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsevi,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsevo,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsexa,Invented Word,blend,81,20,20,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseya,Scandinavian,prefix+middle+suffix,81,20,20,13,18,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseyn,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseyna,Invented Word,blend,81,20,20,11,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaen,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alian,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaor,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaos,Latin Modern,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliar,Scandinavian,prefix+middle+suffix,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alias,Latin Modern,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaum,Latin Modern,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaun,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaur,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliayn,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliel,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alioan,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alioar,Scandinavian,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alioas,Latin Modern,prefix+middle+suffix,81,20,20,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliotrue,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliover,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alisa,Invented Word,blend,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alitrue,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliver,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alixa,Invented Word,blend,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliza,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerar,Scandinavian,prefix+middle+suffix,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerela,Invented Word,blend,81,20,18,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almeren,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerio,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almeris,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerix,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almeror,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almeros,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerun,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerur,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almervi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almervo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almeryn,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavan,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavana,Invented Word,blend,81,20,16,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexana,Invented Word,blend,81,20,18,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexe,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexel,Scandinavian,prefix+middle+suffix,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexio,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexis,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexix,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexor,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexos,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexum,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexur,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexvera,Invented Word,blend,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexvi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexvo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnia,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniana,Invented Word,blend,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnior,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnios,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnitrue,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniua,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnium,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniur,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniver,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnivi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnivo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniya,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorie,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorien,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloris,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorium,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloriun,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorivera,Invented Word,blend,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorivi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorix,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloriyn,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrae,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraia,Scandinavian,prefix+middle+suffix,81,20,19,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraio,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alran,Scandinavian,prefix+middle+suffix,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alras,Latin Modern,prefix+middle+suffix,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraya,Scandinavian,prefix+middle+suffix,81,20,19,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraza,Scandinavian,prefix+middle+suffix,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrea,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreara,Invented Word,blend,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreia,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreis,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreix,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrel,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreos,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreua,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreum,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreun,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrevera,Invented Word,blend,81,20,18,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrevi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrevo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreya,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreyn,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alria,Scandinavian,prefix+middle+suffix,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriara,Invented Word,blend,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrien,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrios,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriua,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrium,Latin Modern,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriun,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrivi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrivo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriya,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriyn,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsae,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsaia,Scandinavian,prefix+middle+suffix,81,20,19,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsaio,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsan,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsar,Scandinavian,prefix+middle+suffix,81,20,19,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsea,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseana,Invented Word,blend,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseia,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseix,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsel,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseor,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseum,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseun,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseur,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsever,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsevi,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsevo,Scandinavian,prefix+middle+suffix,81,20,17,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseya,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseyn,Scandinavian,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altae,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaio,Scandinavian,prefix+middle+suffix,81,20,20,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altan,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altana,Invented Word,blend,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altar,Scandinavian,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altas,Latin Modern,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altasa,Invented Word,blend,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaua,Scandinavian,prefix+middle+suffix,81,20,19,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaxa,Invented Word,blend,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altia,Latin Modern,prefix+middle+suffix,81,20,19,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altiana,Invented Word,blend,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altiasa,Invented Word,blend,81,20,19,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altien,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altior,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altios,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altitrue,Latin Modern,prefix+middle+suffix,81,20,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
